index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
182,NR_175548.1,1,1528,4,1392,91.0995,3.57134,36.8,1,2739389,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecicola,3.57133507853403,1.15929219775004,0.324610313022183,0.03,WOL-70-DRS-L157
183,NR_178237.1,1,1472,303,1391,94.4973,277.346,38.4,11.9,2801997,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella herbatica,277.346467391304,71.7611762620396,0.258741987727548,2.09,WOL-70-DRS-L157
184,NR_178499.1,1,1452,4,1327,91.3912,3.25551,38.9,8.25,1111454,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera vaginalis,3.25550964187328,1.3681938681957,0.420270255261298,0.03,WOL-70-DRS-L157
185,NR_178978.1,1,1529,177,1400,91.5631,155.961,38.3,13.3,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,155.960758665795,51.4627377874116,0.329972348350075,1.22,WOL-70-DRS-L157
186,NR_179173.1,1,1401,21,1375,98.1442,19.8808,38.1,9.76,2126740,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,19.8807994289793,3.16285286056745,0.159090828910889,0.14,WOL-70-DRS-L157
187,NR_179270.1,1,1482,613,1397,94.2645,561.11,38.9,57.8,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,561.109986504723,141.687002459298,0.25251199562834,4.23,WOL-70-DRS-L157
188,NR_179380.1,1,1492,8,1395,93.4987,6.9685,38.3,7.38,2854755,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lacticifex,6.96849865951743,2.14302785054405,0.307530783207822,0.06,WOL-70-DRS-L157
189,NR_179431.1,1,1472,1,1119,76.019,0.76019,41.2,1,1720204,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella ihumii,0.760190217391304,0.427112374894463,0.561849343918364,0.01,WOL-70-DRS-L157
190,NR_179442.1,1,1499,3,1361,90.7939,2.68312,41.3,7.67,1776379,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella lascolaii,2.68312208138759,0.886210556982828,0.330290806791959,0.02,WOL-70-DRS-L157
191,NR_179444.1,1,1496,2,1380,92.246,1.81818,32.5,2.5,1776388,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella phocaeensis,1.81818181818182,0.55140165243192,0.303270908837556,0.01,WOL-70-DRS-L157
192,NR_179449.1,1,1526,15,1395,91.4155,13.4148,39.6,38.1,2479840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella marseillensis,13.4148099606815,4.34574789691412,0.323951506555173,0.1,WOL-70-DRS-L157
193,NR_179506.1,1,1478,8,1372,92.8281,7.06495,39.2,2.38,1805478,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella timonensis,7.06495263870095,2.07636285344763,0.293896216950354,0.06,WOL-70-DRS-L157
194,NR_179545.1,1,1471,11,1365,92.794,9.56764,38,6.09,1870987,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella vaginalis,9.56764106050306,2.93895021686269,0.307176052934845,0.08,WOL-70-DRS-L157
195,NR_179567.1,1,1491,1,1356,90.9457,0.909457,38.6,1,1907658,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ilei,0.909456740442656,0.287054773390049,0.315633235342598,0.01,WOL-70-DRS-L157
196,NR_179599.1,1,1429,3,1344,94.0518,2.60672,37.6,16.7,1937461,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella provencensis,2.60671798460462,0.836398637143523,0.320862725497475,0.02,WOL-70-DRS-L157
197,NR_179604.1,1,1455,36,1372,94.2955,32.446,38.9,10.9,1944635,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella seckii,32.4460481099656,8.43037324834135,0.259827428590664,0.25,WOL-70-DRS-L157
198,NR_179605.1,1,1450,1,1249,86.1379,0.861379,35.9,1,1944636,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides provencensis,0.861379310344828,0.345669494108989,0.401297651287457,0.01,WOL-70-DRS-L157
199,NR_179615.1,1,1481,2,1137,76.7725,1.51654,41,28.5,1964384,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella congonensis,1.51654287643484,0.845434759229281,0.557475012652967,0.01,WOL-70-DRS-L157
200,NR_179627.1,1,1512,1,1363,90.1455,0.901455,42.1,1,2002841,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Konateibacter,Konateibacter massiliensis,0.901455026455027,0.298148709826618,0.330741635552345,0.01,WOL-70-DRS-L157
201,NR_179635.1,1,1485,3,1382,93.064,2.75758,39.7,1,2024197,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cutis,2.75757575757576,0.782527899973354,0.283773853836491,0.02,WOL-70-DRS-L157
202,NR_179646.1,1,1556,2,1169,75.1285,1.42674,37.4,1,2045301,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,'Megasphaera vaginalis' Bordigoni et al. 2020,1.426735218509,0.861706903606725,0.603971145050479,0.01,WOL-70-DRS-L157
203,NR_179658.1,1,1528,1,1356,88.7435,0.887435,42.4,1,2086584,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,unclassified Eubacteriales family,Massilistercora,Massilistercora timonensis,0.887434554973822,0.316164331297412,0.356267771550476,0.01,WOL-70-DRS-L157
204,NR_179932.1,1,1396,25,1353,96.9198,22.25,38.1,6.32,2144175,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera stantonii,22.25,5.95429124492501,0.267608595277529,0.17,WOL-70-DRS-L157
205,NR_179975.1,1,1497,10,1401,93.5872,9.08083,37.2,4.3,2094150,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella muris,9.08082832331329,2.5593515969566,0.281841204990734,0.07,WOL-70-DRS-L157
206,NR_179976.1,1,1379,2,1283,93.0384,1.74982,40.3,1,2094151,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum intestinale,1.74981870920957,0.571890820695962,0.32682861240768,0.01,WOL-70-DRS-L157
207,NR_180026.1,1,1440,4,1377,95.625,3.72986,36.1,1.25,2696678,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia brookingsii,3.72986111111111,0.884550420045492,0.237153715297991,0.03,WOL-70-DRS-L157
208,NR_180048.1,1,1509,2,1378,91.3188,1.79722,36.6,1,759821,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium indicum,1.79721669980119,0.579231809798292,0.322293805673165,0.01,WOL-70-DRS-L157
209,NR_180156.1,1,1376,3,1348,97.9651,2.74782,37.2,1,2290935,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides acidifaciens,2.74781976744186,0.631012726742324,0.229641235651266,0.02,WOL-70-DRS-L157
211,NR_180397.1,1,1515,22,1382,91.2211,19.2832,37.8,18.6,2306974,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium samirii,19.2831683168317,6.1546301368632,0.319171104858894,0.15,WOL-70-DRS-L157
212,NR_180398.1,1,1514,2,1358,89.6962,1.64993,41,13.5,2306973,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium callimiconis,1.64993394980185,0.658697965318094,0.399226869292071,0.01,WOL-70-DRS-L157
213,NR_180431.1,1,1538,33,1406,91.4174,28.619,38.4,2.21,2530390,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum gordoncarteri,28.6189856957087,9.77664437770031,0.341613937043418,0.23,WOL-70-DRS-L157
214,NR_180450.1,1,1536,1,1343,87.4349,0.874349,43.5,10,2529381,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter wuhouensis,0.874348958333333,0.331563612733389,0.379211994905797,0.01,WOL-70-DRS-L157
215,NR_180452.1,1,1484,1,1341,90.3639,0.903639,39.5,1,2518605,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella hominis,0.903638814016173,0.295185405700517,0.326663044041438,0.01,WOL-70-DRS-L157
216,NR_180458.1,1,1490,1,1382,92.7517,0.927517,41.6,1,2650157,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,0.92751677852349,0.259373388744507,0.279642799731777,0.01,WOL-70-DRS-L157
217,NR_180463.1,1,1492,2,1382,92.6273,1.84517,39.2,3,2650158,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides luhongzhouii,1.84517426273458,0.527725752590754,0.286003204818527,0.01,WOL-70-DRS-L157
218,NR_180580.1,1,1325,2,1217,91.8491,1.77736,38.6,30.5,2584469,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella lakotia,1.77735849056604,0.579952567805389,0.326300277003032,0.01,WOL-70-DRS-L157
219,NR_180644.1,1,1305,2,1095,83.908,1.65211,39.9,45,2603815,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella avium,1.65210727969349,0.741028501486943,0.448535340649564,0.01,WOL-70-DRS-L157
220,NR_180717.1,1,1328,1,1293,97.3645,0.973645,40.7,1,2601703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Heminiphilus,Heminiphilus faecis,0.973644578313253,0.160250275810951,0.164588063632593,0.01,WOL-70-DRS-L157
221,NR_180797.1,1,1468,35,1389,94.6185,32.2377,38.9,25.1,2605778,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,32.2377384196185,7.91898434663036,0.245643296795634,0.24,WOL-70-DRS-L157
222,NR_180800.1,1,1432,1,1338,93.4358,0.934358,29.6,27,2652274,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Eisenbergiella,Eisenbergiella porci,0.934357541899441,0.247742580918386,0.265147515601741,0.01,WOL-70-DRS-L157
223,NR_180820.1,1,1475,3,1357,92,2.44203,38,8.67,2606632,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Porcincola,Porcincola intestinalis,2.44203389830509,1.00399267321013,0.4111297037715,0.02,WOL-70-DRS-L157
224,NR_180822.1,1,1501,9,1390,92.6049,7.85809,37.3,1,2606636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Bilifractor,Bilifractor porci,7.8580946035976,2.44714447885235,0.311417029483457,0.06,WOL-70-DRS-L157
225,NR_180833.1,1,1470,21,1378,93.7415,19.315,38.4,6.95,2606635,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Waltera,Waltera intestinalis,19.3149659863946,5.25128729060873,0.271876600471765,0.14,WOL-70-DRS-L157
226,NR_181010.1,1,1412,8,1347,95.3966,6.73725,38.3,4.5,2786956,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola faecalis,6.73725212464589,2.33961364729293,0.347265265423905,0.06,WOL-70-DRS-L157
228,NR_181210.1,1,1438,1,1266,88.0389,0.880389,41.5,1,2779519,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Thermophilibacter,Thermophilibacter immobilis,0.880389429763561,0.324618486976971,0.368721472569419,0.01,WOL-70-DRS-L157
229,NR_181266.1,1,1489,5,1393,93.5527,4.47414,34.5,5.4,2800387,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella illustrans,4.47414372061787,1.35679654471078,0.3032527852108,0.03,WOL-70-DRS-L157
230,NR_181277.1,1,999,2,932,93.2933,1.85686,36.9,1,2753162,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides pekinense,1.85685685685686,0.506995680228215,0.273039722128295,0.01,WOL-70-DRS-L157
231,NR_181358.1,1,1404,3,1382,98.433,2.89316,36.6,8.67,2788944,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena absiana,2.89316239316239,0.47155311166022,0.162988815551686,0.02,WOL-70-DRS-L157
232,NR_181379.1,1,1525,15,1396,91.541,13.2426,38,6.8,2725562,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Caecibacteroides,Caecibacteroides pullorum,13.2426229508197,4.25084749217187,0.320997396660664,0.1,WOL-70-DRS-L157
233,NR_181398.1,1,1390,50,1284,92.3741,44.7036,38.5,7.74,2763667,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Wansuia,Wansuia hejianensis,44.7035971223022,13.4313678722208,0.300453850178425,0.34,WOL-70-DRS-L157
234,NR_181407.1,1,1530,2,1369,89.4771,1.63072,36.2,1,2850323,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Diplocloster,Diplocloster agilis,1.63071895424837,0.666078107451259,0.408456715190552,0.01,WOL-70-DRS-L157
235,NR_181532.1,1,1419,151,1379,97.1811,142.705,38.4,48.9,2792859,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides humanifaecis,142.704721634954,24.7152939175507,0.173191844210829,1.04,WOL-70-DRS-L157
236,NR_181796.1,1,1514,7,1379,91.0832,6.24439,39.3,3,2834431,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium phasiani,6.2443857331572,2.00652888056313,0.321333269004927,0.05,WOL-70-DRS-L157
237,NR_181797.1,1,1432,4,1296,90.5028,3.38897,38.6,7.75,2834432,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pongonis,3.38896648044693,1.25624802439875,0.370687651131056,0.03,WOL-70-DRS-L157
238,NR_181798.1,1,1516,2,1373,90.5673,1.67546,41,20.5,2834433,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium saguinibicoloris,1.6754617414248,0.638855813427801,0.38130134376242,0.01,WOL-70-DRS-L157
239,NR_181803.1,1,1512,1,1150,76.0582,0.760582,32.9,1,2809028,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium santillanense,0.760582010582011,0.426869453112372,0.56124053313557,0.01,WOL-70-DRS-L157
240,NR_181804.1,1,1514,2,1375,90.819,1.80647,40.2,1,2834436,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pluvialisilvae,1.80647291941876,0.583025228707797,0.322742302107351,0.01,WOL-70-DRS-L157
241,NR_181805.1,1,1516,25,1381,91.095,22.2975,38.8,2.8,2834437,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium miconisargentati,22.2974934036939,7.07129326448138,0.317133999614051,0.17,WOL-70-DRS-L157
242,NR_181885.1,1,1463,5,1369,93.5748,4.50786,36.9,4.8,2885351,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Hominisplanchenecus,Hominisplanchenecus faecis,4.50786056049214,1.31539854289282,0.291801071759241,0.03,WOL-70-DRS-L157
